poet,rank,neighbor,similarity
برة بنت عبد المطلب,4,ابن زرعة الباهلي,0.9526351690292358
برة بنت عبد المطلب,5,المرقش الأصغر,0.9517134428024292
بسام بن شريح,1,الحارث بن زهير,0.8139294385910034
بسام بن شريح,2,ابن الأطنابة,0.7891637682914734
بسام بن شريح,3,ابن عليق الطائي,0.7776690721511841
بسام بن شريح,4,سلامة بن جندل,0.7770101428031921
بسام بن شريح,5,الأسود النهشلي,0.7761068344116211
بشامة بن الغدير,1,المرقش الأكبر,0.9898666143417358
بشامة بن الغدير,2,امرؤ القيس,0.9882881045341492
بشامة بن الغدير,3,حاجز الأزدي,0.9882619380950928
بشامة بن الغدير,4,عدي بن زيد,0.987977921962738
بشامة بن الغدير,5,أبو المثلم الهذلي,0.9877958297729492
بشر الفزاري,1,النابغة الذبياني,0.9985931515693665
بشر الفزاري,2,الأضبط السعدي,0.9982751607894897
بشر الفزاري,3,قيس بن الحدادية,0.9982243180274963
بشر الفزاري,4,عروة بن الورد,0.9981842637062073
بشر الفزاري,5,السموأل,0.9981160163879395
بشر بن أبي خازم,1,عمرو بن كلثوم,0.999640941619873
بشر بن أبي خازم,2,زهير بن أبي سلمى,0.9996230006217957
بشر بن أبي خازم,3,عمرو بن قميئة,0.9995719790458679
بشر بن أبي خازم,4,المثقب العبدي,0.9994548559188843
بشر بن أبي خازم,5,زبان بن سيار الفزاري,0.9993388056755066
بشر بن عمرو,1,النابغة الذبياني,0.9979859590530396
بشر بن عمرو,2,الحصين بن حمام الفزاري,0.9977346062660217
بشر بن عمرو,3,قيس بن الحدادية,0.9977186322212219
بشر بن عمرو,4,الطفيل الغنوي,0.9976560473442078
بشر بن عمرو,5,أوس بن حجر,0.997599720954895
بشير بن النكث,1,سلامة بن جندل,0.9377546906471252
بشير بن النكث,2,الفند الزماني,0.9297130107879639
بشير بن النكث,3,هناءة بن مالك الأزدي,0.9277137517929077
بشير بن النكث,4,الربيع بن أبي الحقيق,0.9272898435592651
بشير بن النكث,5,امرؤ القيس السكوني,0.9259045124053955
بغثر بن لقيط الأسدي,1,بلعاء بن قيس الكناني,0.8705132007598877
بغثر بن لقيط الأسدي,2,ضمرة بن ضمرة,0.8574386239051819
بغثر بن لقيط الأسدي,3,الربيع بن زياد العبسي,0.8528921604156494
بغثر بن لقيط الأسدي,4,الأسود النهشلي,0.8516272902488708
بغثر بن لقيط الأسدي,5,أبو قيس بن رفاعة,0.8446131944656372
بكر الجرهمي,1,لقيط بن يعمر الإيادي,0.9973742365837097
بكر الجرهمي,2,بيهس الغطفاني,0.996813178062439
بكر الجرهمي,3,ابن المضلَّل,0.994385838508606
بكر الجرهمي,4,معقر بن حمار البارقي,0.994027316570282
بكر الجرهمي,5,أحيحة بن الجلاح,0.9935587644577026
بلعاء بن قيس الكناني,1,الربيع بن زياد العبسي,0.9198216199874878
بلعاء بن قيس الكناني,2,ذو الإصبع العدواني,0.9135875701904297
بلعاء بن قيس الكناني,3,أبو قيس بن رفاعة,0.9096198081970215
بلعاء بن قيس الكناني,4,الأسود النهشلي,0.8931253552436829
بلعاء بن قيس الكناني,5,ضمرة بن ضمرة,0.8801015615463257
بيهس الغطفاني,1,معقر بن حمار البارقي,0.9979050755500793
بيهس الغطفاني,2,علقمة الفحل,0.997592568397522
بيهس الغطفاني,3,الحشاش الأصغر,0.997473418712616
بيهس الغطفاني,4,أحيحة بن الجلاح,0.9969415068626404
بيهس الغطفاني,5,عنترة بن شداد,0.9968464970588684
بيهس الفزاري,1,المحيا الهمداني,0.9992021918296814
بيهس الفزاري,2,جابر المري,0.9992021918296814
بيهس الفزاري,3,يزيد الأرحبي,0.998450517654419
بيهس الفزاري,4,أبو الحكيم المري,0.9983566999435425
بيهس الفزاري,5,النابغة التغلبي,0.9982483386993408
تأبط شراً,1,زيد الخيل الطائي,0.9996809959411621
تأبط شراً,2,الطفيل الغنوي,0.9996364116668701
تأبط شراً,3,أوس بن حجر,0.9996296763420105
تأبط شراً,4,السليك بن السلكة,0.9993857145309448
تأبط شراً,5,قيس بن الحدادية,0.9993664026260376
تماضر بنت الشريد,1,المرقش الأكبر,0.9647220373153687
تماضر بنت الشريد,2,بشامة بن الغدير,0.9642248749732971
تماضر بنت الشريد,3,حاجز الأزدي,0.9624539613723755
تماضر بنت الشريد,4,جبلة بن الحارث,0.961746871471405
تماضر بنت الشريد,5,امرؤ القيس,0.961436927318573
تنها بنت قرط العبدية,1,الفند الزماني,0.9475948214530945
تنها بنت قرط العبدية,2,المرقش الأكبر,0.9382642507553101
تنها بنت قرط العبدية,3,الجميح الأسدي,0.9378905296325684
تنها بنت قرط العبدية,4,سلامة بن جندل,0.9362607002258301
تنها بنت قرط العبدية,5,شمر الحنفي,0.9348812103271484
ثعلبة المازني,1,المفضل النكري,0.998245120048523
ثعلبة المازني,2,أبو اللحام التغلبي,0.9981627464294434
ثعلبة المازني,3,البُرجُمي,0.9970489740371704
ثعلبة المازني,4,أبو قلابة الهذلي,0.9970217943191528
ثعلبة المازني,5,طرفة بن العبد,0.9969550967216492
ثعلبة بن بكر الأزدي,1,هناءة بن مالك الأزدي,0.9452139139175415
ثعلبة بن بكر الأزدي,2,الهبل بن عامر,0.9253480434417725
ثعلبة بن بكر الأزدي,3,الأشتر الحمامي,0.9204444885253906
ثعلبة بن بكر الأزدي,4,امرؤ القيس السكوني,0.9192545413970947
ثعلبة بن بكر الأزدي,5,الربيع بن أبي الحقيق,0.9184962511062622
ثعلبة بن عامر,1,الربيع بن أبي الحقيق,0.8441876173019409
ثعلبة بن عامر,2,الأسود النهشلي,0.8330894112586975
ثعلبة بن عامر,3,المرقش الأكبر,0.823427140712738
ثعلبة بن عامر,4,العنبر الخضم,0.823032796382904
ثعلبة بن عامر,5,تماضر بنت الشريد,0.821091890335083
جابر المرني,1,امرؤ القيس الكلبي,0.8832976818084717
جابر المرني,2,جبلة بن الحارث,0.8741934299468994
جابر المرني,3,جحدر الوائلي,0.8717412948608398
جابر المرني,4,الأخنس التغلبي,0.8705148696899414
جابر المرني,5,قس بن ساعدة,0.8701521158218384
جابر المري,1,المحيا الهمداني,0.9999999403953552
جابر المري,2,بيهس الفزاري,0.9992021918296814
جابر المري,3,المفضل النكري,0.9971316456794739
جابر المري,4,يزيد الأرحبي,0.9971098899841309
جابر المري,5,النابغة التغلبي,0.9970613718032837
جبار الفزاري,1,الأشعث الجاشي,0.9999483823776245
جبار الفزاري,2,هند الفزارية,0.9992368221282959
جبار الفزاري,3,امرؤ القيس الزهيري,0.9990447759628296
جبار الفزاري,4,المعان بن روق,0.9987097978591919
جبار الفزاري,5,ابن شعواء الفزاري,0.9982303380966187
جبار بن قرط,1,الهبل بن عامر,0.9470734596252441
جبار بن قرط,2,سلامة بن جندل,0.9400604963302612
جبار بن قرط,3,الربيع بن أبي الحقيق,0.934135913848877
جبار بن قرط,4,الجميح الأسدي,0.9337694644927979
جبار بن قرط,5,هناءة بن مالك الأزدي,0.9337140321731567
جبر المعاوي,1,أوس بن حجر,0.9992771744728088
جبر المعاوي,2,تأبط شراً,0.9992163181304932
جبر المعاوي,3,زيد الخيل الطائي,0.9991671442985535
جبر المعاوي,4,عروة بن الورد,0.99903804063797
جبر المعاوي,5,النابغة الذبياني,0.9990237951278687
جبلة بن الحارث,1,ذؤيب بن كعب,0.9905929565429688
جبلة بن الحارث,2,صخر الغي,0.9896752834320068
جبلة بن الحارث,3,الزفيان,0.9896498322486877
جبلة بن الحارث,4,امرؤ القيس,0.989639937877655
جبلة بن الحارث,5,عدي بن زيد,0.9895317554473877
جحدر الوائلي,1,زبان بن سيار الفزاري,0.9951789379119873
جحدر الوائلي,2,المثلم المري,0.9947264194488525
جحدر الوائلي,3,البراق,0.9947130680084229
جحدر الوائلي,4,عنترة بن شداد,0.9947102665901184
جحدر الوائلي,5,عروة بن الورد,0.9946244955062866
جحيش الهمداني,1,ذؤيب بن كعب,0.9984839558601379
جحيش الهمداني,2,الحسل الهمداني,0.9980539083480835
جحيش الهمداني,3,الزفيان,0.997572660446167
جحيش الهمداني,4,ابو دُاود الإيادي,0.9955040812492371
جحيش الهمداني,5,لقيط بن زرارة,0.9952642917633057
جساس بن مرة,1,أحيحة بن الجلاح,0.9980887174606323
جساس بن مرة,2,الخنساء,0.9980789422988892
جساس بن مرة,3,عمرو بن قميئة,0.9977915287017822
جساس بن مرة,4,زهير بن أبي سلمى,0.9977806210517883
جساس بن مرة,5,الأفوة الأودي,0.9976087808609009
حاتم الطائي,1,عروة بن الورد,0.9991919994354248
حاتم الطائي,2,النابغة الذبياني,0.9989933967590332
حاتم الطائي,3,زيد الخيل الطائي,0.9989185929298401
حاتم الطائي,4,أوس بن حجر,0.9989096522331238
حاتم الطائي,5,طرفة بن العبد,0.9988732933998108
حاجز الأزدي,1,امرؤ القيس,0.9961771965026855
حاجز الأزدي,2,معقر بن حمار البارقي,0.9957709908485413
حاجز الأزدي,3,المرقش الأكبر,0.9957278370857239
حاجز الأزدي,4,ابن المضلَّل,0.9954900145530701
حاجز الأزدي,5,عدي بن زيد,0.9953327775001526
دريد بن الصمة,1,زهير بن أبي سلمى,0.999650239944458
دريد بن الصمة,2,عروة بن الورد,0.999613881111145
دريد بن الصمة,3,قيس بن الحدادية,0.9995575547218323
دريد بن الصمة,4,السموأل,0.9995192885398865
دريد بن الصمة,5,عمرو بن كلثوم,0.9995006918907166
دوسر بن هذيل,1,العقار بن سليل,0.997244656085968
دوسر بن هذيل,2,أفنون,0.9954090118408203
دوسر بن هذيل,3,الحارث بن صريم الوادعي,0.9951833486557007
دوسر بن هذيل,4,الحارث الجرمي,0.9951465129852295
دوسر بن هذيل,5,البراق,0.9945850968360901
ذؤيب بن كعب,1,جحيش الهمداني,0.9984839558601379
ذؤيب بن كعب,2,الحسل الهمداني,0.9973469972610474
ذؤيب بن كعب,3,الزفيان,0.9965896606445312
ذؤيب بن كعب,4,صخر الغي,0.9955499768257141
ذؤيب بن كعب,5,بيهس الفزاري,0.995395839214325
ذو الإصبع العدواني,1,بلعاء بن قيس الكناني,0.9135875701904297
ذو الإصبع العدواني,2,الربيع بن زياد العبسي,0.9108356237411499
ذو الإصبع العدواني,3,صيفي الأسلت,0.8927754163742065
ذو الإصبع العدواني,4,أبو قيس بن رفاعة,0.8727458715438843
ذو الإصبع العدواني,5,الحارث بن ظالم المري,0.8638501763343811
زبان بن سيار الفزاري,1,عنترة بن شداد,0.9996237754821777
زبان بن سيار الفزاري,2,زهير بن أبي سلمى,0.999548077583313
زبان بن سيار الفزاري,3,عدي بن ربيعة,0.999502420425415
زبان بن سيار الفزاري,4,بشر بن أبي خازم,0.9993388056755066
زبان بن سيار الفزاري,5,عمرو بن كلثوم,0.9992778897285461
زهير بن أبي سلمى,1,دريد بن الصمة,0.999650239944458
زهير بن أبي سلمى,2,عمرو بن قميئة,0.9996429085731506
زهير بن أبي سلمى,3,السموأل,0.9996305704116821
زهير بن أبي سلمى,4,بشر بن أبي خازم,0.9996230006217957
زهير بن أبي سلمى,5,عمرو بن كلثوم,0.9995902180671692
زيد الخيل الطائي,1,أوس بن حجر,0.9998335838317871
زيد الخيل الطائي,2,الطفيل الغنوي,0.9997258186340332
زيد الخيل الطائي,3,تأبط شراً,0.9996809959411621
زيد الخيل الطائي,4,قيس بن الحدادية,0.9996288418769836
زيد الخيل الطائي,5,عروة بن الورد,0.9995957612991333
سلامة بن جندل,1,الفند الزماني,0.9769437313079834
سلامة بن جندل,2,الجميح الأسدي,0.9763548374176025
سلامة بن جندل,3,محرز الضبي,0.9745323657989502
سلامة بن جندل,4,الأسلوم اليامي,0.973240852355957
سلامة بن جندل,5,المرقش الأكبر,0.9724469184875488
سنان المري,1,السليك بن السلكة,0.9993385076522827
سنان المري,2,تأبط شراً,0.9993242025375366
سنان المري,3,الكلحبة العرني,0.9993120431900024
سنان المري,4,أوس الهجيمي,0.9990890622138977
سنان المري,5,ابن كلاب العقيلي,0.999068558216095
شمر الحنفي,1,الجميح الأسدي,0.9841270446777344
شمر الحنفي,2,ابن زرعة الباهلي,0.9809271097183228
شمر الحنفي,3,حاجز الأزدي,0.9793686866760254
شمر الحنفي,4,المرقش الأكبر,0.979254961013794
شمر الحنفي,5,الفند الزماني,0.9789109826087952
صخر الغي,1,عمرو بن قميئة,0.998704731464386
صخر الغي,2,بشر بن أبي خازم,0.998526930809021
صخر الغي,3,المسيب بن علس,0.9982874393463135
صخر الغي,4,الحارث بن عباد,0.9982714653015137
صخر الغي,5,عدي بن ربيعة,0.9982534646987915
صيفي الأسلت,1,الحارث بن ظالم المري,0.8987588882446289
صيفي الأسلت,2,ذو الإصبع العدواني,0.8927754163742065
صيفي الأسلت,3,الربيع بن زياد العبسي,0.856153130531311
صيفي الأسلت,4,بلعاء بن قيس الكناني,0.8184234499931335
صيفي الأسلت,5,الغطمش الضبي,0.8146556615829468
ضمرة بن ضمرة,1,الأسود النهشلي,0.9739095568656921
ضمرة بن ضمرة,2,الربيع بن أبي الحقيق,0.9537605047225952
ضمرة بن ضمرة,3,سلامة بن جندل,0.935562789440155
ضمرة بن ضمرة,4,أم الضحاك المحاربية,0.9315081834793091
ضمرة بن ضمرة,5,أبو قيس بن رفاعة,0.9310919046401978
طرفة بن العبد,1,السموأل,0.9996417164802551
طرفة بن العبد,2,النابغة الذبياني,0.9995936155319214
طرفة بن العبد,3,زهير بن أبي سلمى,0.9994824528694153
طرفة بن العبد,4,عمرو بن كلثوم,0.999470055103302
طرفة بن العبد,5,عروة بن الورد,0.9994188547134399
عبد المسيح بن عسلة,1,الحارث بن حلزة,0.9954882860183716
عبد المسيح بن عسلة,2,الخنساء,0.9948850274085999
عبد المسيح بن عسلة,3,عدي بن زيد,0.9947917461395264
عبد المسيح بن عسلة,4,لقيط بن زرارة,0.9947035312652588
عبد المسيح بن عسلة,5,امرؤ القيس,0.994553804397583
عبد يغوث الحارثي,1,حاجز الأزدي,0.9854508638381958
عبد يغوث الحارثي,2,أبو المثلم الهذلي,0.985392689704895
عبد يغوث الحارثي,3,محرز الضبي,0.9848748445510864
عبد يغوث الحارثي,4,الأسود التغلبي,0.9847069382667542
عبد يغوث الحارثي,5,أسماء التغلبية,0.9844958782196045
عدي بن ربيعة,1,عنترة بن شداد,0.999748945236206
عدي بن ربيعة,2,زهير بن أبي سلمى,0.9995262622833252
عدي بن ربيعة,3,زبان بن سيار الفزاري,0.999502420425415
عدي بن ربيعة,4,الخنساء,0.9994297027587891
عدي بن ربيعة,5,عمرو بن كلثوم,0.9993603825569153
عدي بن زيد,1,امرؤ القيس,0.9994444847106934
عدي بن زيد,2,الخنساء,0.9989330768585205
عدي بن زيد,3,المتنخل,0.9985229969024658
عدي بن زيد,4,عنترة بن شداد,0.9985018372535706
عدي بن زيد,5,أحيحة بن الجلاح,0.9984996318817139
عروة بن الورد,1,قيس بن الحدادية,0.9997252225875854
عروة بن الورد,2,النابغة الذبياني,0.9996430277824402
عروة بن الورد,3,أوس بن حجر,0.9996155500411987
عروة بن الورد,4,دريد بن الصمة,0.999613881111145
عروة بن الورد,5,زيد الخيل الطائي,0.9995957612991333
علقمة الفحل,1,زهير بن أبي سلمى,0.9994010925292969
علقمة الفحل,2,دريد بن الصمة,0.9993349313735962
علقمة الفحل,3,عنترة بن شداد,0.9991008043289185
علقمة الفحل,4,السموأل,0.9990666508674622
علقمة الفحل,5,عدي بن ربيعة,0.9990456104278564
عمرو بن قميئة,1,زهير بن أبي سلمى,0.9996429085731506
عمرو بن قميئة,2,الأفوة الأودي,0.9996191263198853
عمرو بن قميئة,3,بشر بن أبي خازم,0.9995719790458679
عمرو بن قميئة,4,السموأل,0.999516487121582
عمرو بن قميئة,5,الخنساء,0.999364972114563
عمرو بن كلثوم,1,بشر بن أبي خازم,0.999640941619873
عمرو بن كلثوم,2,زهير بن أبي سلمى,0.9995902180671692
عمرو بن كلثوم,3,قيس بن الحدادية,0.9995657801628113
عمرو بن كلثوم,4,النابغة الذبياني,0.999524712562561
عمرو بن كلثوم,5,دريد بن الصمة,0.9995006918907166
عنترة بن شداد,1,عدي بن ربيعة,0.999748945236206
عنترة بن شداد,2,زبان بن سيار الفزاري,0.9996237754821777
عنترة بن شداد,3,الخنساء,0.9995769262313843
عنترة بن شداد,4,زهير بن أبي سلمى,0.9994717836380005
عنترة بن شداد,5,دريد بن الصمة,0.9992635250091553
قبيصة بن النصراني,1,زبان بن سيار الفزاري,0.9982540011405945
قبيصة بن النصراني,2,عنترة بن شداد,0.9981836080551147
قبيصة بن النصراني,3,الخنساء,0.9980469346046448
قبيصة بن النصراني,4,عمرو بن كلثوم,0.998016893863678
قبيصة بن النصراني,5,عدي بن ربيعة,0.9980028867721558
قس بن ساعدة,1,الخرنق بنت بدر,0.9981408715248108
قس بن ساعدة,2,الأفوة الأودي,0.9975985288619995
قس بن ساعدة,3,أبو قلابة الهذلي,0.9975728988647461
قس بن ساعدة,4,الحارث بن عباد,0.9974260330200195
قس بن ساعدة,5,عمرو بن قميئة,0.9973364472389221
قيس بن الحدادية,1,النابغة الذبياني,0.9997591972351074
قيس بن الحدادية,2,عروة بن الورد,0.9997252225875854
قيس بن الحدادية,3,الحصين بن حمام الفزاري,0.9996998906135559
قيس بن الحدادية,4,أوس بن حجر,0.9996747374534607
قيس بن الحدادية,5,الطفيل الغنوي,0.999657154083252
لقيط بن زرارة,1,الحارث بن حلزة,0.9987317323684692
لقيط بن زرارة,2,البُرجُمي,0.9979162216186523
لقيط بن زرارة,3,بشر بن أبي خازم,0.997563362121582
لقيط بن زرارة,4,صخر الغي,0.9975101351737976
لقيط بن زرارة,5,عمرو بن قميئة,0.9974392652511597
لقيط بن يعمر الإيادي,1,بكر الجرهمي,0.9973742365837097
لقيط بن يعمر الإيادي,2,بيهس الغطفاني,0.9964606761932373
لقيط بن يعمر الإيادي,3,ابن مالك الحميري,0.994520902633667
لقيط بن يعمر الإيادي,4,معقر بن حمار البارقي,0.9936119318008423
لقيط بن يعمر الإيادي,5,ابن المضلَّل,0.9935411214828491
مالك بن حريم الهمداني,1,المثقب العبدي,0.999527633190155
مالك بن حريم الهمداني,2,يزيد الشني,0.9992835521697998
مالك بن حريم الهمداني,3,عمرو بن كلثوم,0.9992219805717468
مالك بن حريم الهمداني,4,بشر بن أبي خازم,0.9992048144340515
مالك بن حريم الهمداني,5,الحارث بن عباد,0.9991923570632935
محرز الضبي,1,حاجز الأزدي,0.9938583374023438
محرز الضبي,2,الجميح الأسدي,0.9925475716590881
محرز الضبي,3,المرقش الأكبر,0.9917553067207336
محرز الضبي,4,امرؤ القيس,0.9911044239997864
محرز الضبي,5,عدي بن زيد,0.9899249076843262
معقر بن حمار البارقي,1,أحيحة بن الجلاح,0.9980584383010864
معقر بن حمار البارقي,2,امرؤ القيس,0.9979977607727051
معقر بن حمار البارقي,3,بيهس الغطفاني,0.9979050755500793
معقر بن حمار البارقي,4,عدي بن زيد,0.9978672862052917
معقر بن حمار البارقي,5,عنترة بن شداد,0.9975630044937134
نهيكة الفزاري,1,الأشعث الجاشي,0.9968645572662354
نهيكة الفزاري,2,جبار الفزاري,0.996842622756958
نهيكة الفزاري,3,هند الفزارية,0.9964863061904907
نهيكة الفزاري,4,أبو بثينه الهذلي,0.9964032173156738
نهيكة الفزاري,5,السليك بن السلكة,0.9963749647140503
هبل الكلبي,1,الأسفع الأرحبي,0.9776090383529663
هبل الكلبي,2,العجلان بن خليد,0.9770333170890808
هبل الكلبي,3,المتنخل,0.972411036491394
هبل الكلبي,4,الشنفرى,0.9723308682441711
هبل الكلبي,5,الحكم الفزاري,0.9719305634498596
هبيرة المري,1,الحارث المذحجي,0.9966403245925903
هبيرة المري,2,السفاح التغلبي,0.9961257576942444
هبيرة المري,3,بيهس الفزاري,0.9961144924163818
هبيرة المري,4,المسيب بن علس,0.9958997368812561
هبيرة المري,5,صخر الغي,0.9958507418632507
هزيلة الجديسية,1,الربيع بن زياد العبسي,0.6622709035873413
هزيلة الجديسية,2,الحارث بن ظالم المري,0.656697154045105
هزيلة الجديسية,3,بلعاء بن قيس الكناني,0.6457487344741821
هزيلة الجديسية,4,صيفي الأسلت,0.6323668360710144
هزيلة الجديسية,5,الغطمش الضبي,0.62516850233078
هشام المري,1,أبو حية الفزاري,0.9618676900863647
هشام المري,2,العجلان بن خليد,0.9523875713348389
هشام المري,3,الحكم الفزاري,0.9509613513946533
هشام المري,4,هبل الكلبي,0.9378236532211304
هشام المري,5,أبو عدي النمري,0.9359629154205322
هلال بن رزين,1,صيفي الأسلت,0.7141979932785034
هلال بن رزين,2,الحارث بن ظالم المري,0.7116092443466187
هلال بن رزين,3,وداك المازني,0.6969476938247681
هلال بن رزين,4,ذو الإصبع العدواني,0.656663179397583
هلال بن رزين,5,المثلم بن قرط البلوي,0.6273577809333801
همام التميمي,1,قبيصة بن النصراني,0.9913003444671631
همام التميمي,2,أبو قلابة الهذلي,0.990544855594635
همام التميمي,3,حاتم الطائي,0.9902248978614807
همام التميمي,4,الحارث بن حلزة,0.9898642897605896
همام التميمي,5,السموأل,0.9896878004074097
هناءة بن مالك الأزدي,1,الربيع بن أبي الحقيق,0.9605981111526489
هناءة بن مالك الأزدي,2,الأشتر الحمامي,0.9580872058868408
هناءة بن مالك الأزدي,3,أبو الذيال اليهودي,0.9571027755737305
هناءة بن مالك الأزدي,4,الجميح الأسدي,0.9515076279640198
هناءة بن مالك الأزدي,5,امرؤ القيس السكوني,0.9510290026664734
هند الأيادية,1,أوس العبدي,0.7756704688072205
هند الأيادية,2,ضمرة بن ضمرة,0.7755436897277832
هند الأيادية,3,الأسود النهشلي,0.7730237245559692
هند الأيادية,4,أم الضحاك المحاربية,0.7695468664169312
هند الأيادية,5,أميمة بنت عبد المطلب,0.7691070437431335
هند السدوسية,1,الحارث بن ظالم المري,0.7603234052658081
هند السدوسية,2,ذو الإصبع العدواني,0.7556253671646118
هند السدوسية,3,صيفي الأسلت,0.7520583868026733
هند السدوسية,4,الغطمش الضبي,0.7180966734886169
هند السدوسية,5,بلعاء بن قيس الكناني,0.7123830914497375
هند الضبابية,1,الربيع بن أبي الحقيق,0.8537112474441528
هند الضبابية,2,الأسود النهشلي,0.8524101972579956
هند الضبابية,3,أم الضحاك المحاربية,0.8491330146789551
هند الضبابية,4,الجميح الأسدي,0.8411372303962708
هند الضبابية,5,ضمرة بن ضمرة,0.8384438753128052
هند الفزارية,1,امرؤ القيس الزهيري,0.9999346733093262
هند الفزارية,2,المعان بن روق,0.9998835921287537
هند الفزارية,3,الأشعث الجاشي,0.9995759725570679
هند الفزارية,4,جبار الفزاري,0.9992368221282959
هند الفزارية,5,السليك بن السلكة,0.9989766478538513
هند بنت ابن عامر الأسلمي,1,أبو أذينه,0.42776596546173096
هند بنت ابن عامر الأسلمي,2,صيفي الأسلت,0.42525050044059753
هند بنت ابن عامر الأسلمي,3,أزبر بن غزي,0.42478710412979126
هند بنت ابن عامر الأسلمي,4,الحارث بن ظالم المري,0.4132673740386963
هند بنت ابن عامر الأسلمي,5,الدهنا بنت مسحل,0.4047722816467285
هند بنت الخس,1,الهجرس التغلبي,0.9885706901550293
هند بنت الخس,2,نهيكة الفزاري,0.9852262735366821
هند بنت الخس,3,المثلم الفزاري,0.9847923517227173
هند بنت الخس,4,النابغة الغنوي,0.9846279621124268
هند بنت الخس,5,قبيصة بن النصراني,0.9829188585281372
هند بنت معبد,1,الأسود النهشلي,0.9214034080505371
هند بنت معبد,2,ضمرة بن ضمرة,0.9132606387138367
هند بنت معبد,3,الربيع بن أبي الحقيق,0.9072763919830322
هند بنت معبد,4,أميمة بنت عبد المطلب,0.9071047306060791
هند بنت معبد,5,الجميح الأسدي,0.8992090225219727
هني الكناني,1,الحارث بن ظالم المري,0.7374149560928345
هني الكناني,2,ذو الإصبع العدواني,0.7326733469963074
هني الكناني,3,الربيع بن زياد العبسي,0.7268525958061218
هني الكناني,4,بلعاء بن قيس الكناني,0.7177932858467102
هني الكناني,5,صيفي الأسلت,0.7092137932777405
وجيهة الضبية,1,الأسود النهشلي,0.8370205163955688
وجيهة الضبية,2,ضمرة بن ضمرة,0.8215968608856201
وجيهة الضبية,3,أبو الذيال اليهودي,0.816002607345581
وجيهة الضبية,4,أبو قيس بن رفاعة,0.8155442476272583
وجيهة الضبية,5,الهدم بن امرئ القيس,0.8122719526290894
وداك المازني,1,صيفي الأسلت,0.7574147582054138
وداك المازني,2,المثلم بن قرط البلوي,0.7017732858657837
وداك المازني,3,هلال بن رزين,0.6969476938247681
وداك المازني,4,الحارث بن ظالم المري,0.6962325572967529
وداك المازني,5,ذو الإصبع العدواني,0.6938194632530212
ورقاء بن زهير,1,الحارث بن ظالم المري,0.7726892232894897
ورقاء بن زهير,2,صيفي الأسلت,0.7718908190727234
ورقاء بن زهير,3,المثلم بن قرط البلوي,0.7288060188293457
ورقاء بن زهير,4,ذو الإصبع العدواني,0.7255798578262329
ورقاء بن زهير,5,الربيع بن زياد العبسي,0.7205833196640015
وهيبة بنت عبد العزى,1,الأعسر الضبي,0.8999346494674683
وهيبة بنت عبد العزى,2,الربيع بن أبي الحقيق,0.8990418910980225
وهيبة بنت عبد العزى,3,المرقش الأصغر,0.898127555847168
وهيبة بنت عبد العزى,4,الأسود النهشلي,0.8976829051971436
وهيبة بنت عبد العزى,5,الجميح الأسدي,0.8976452350616455
ياسر الخيبري,1,أبو الذيال اليهودي,0.8557723760604858
ياسر الخيبري,2,الأسود النهشلي,0.8508764505386353
ياسر الخيبري,3,هناءة بن مالك الأزدي,0.83845454454422
ياسر الخيبري,4,ضمرة بن ضمرة,0.8369580507278442
ياسر الخيبري,5,أبو قيس بن رفاعة,0.8360174894332886
يربوع بن حنظلة,1,لقيط بن يعمر الإيادي,0.989722490310669
يربوع بن حنظلة,2,بكر الجرهمي,0.9885355830192566
يربوع بن حنظلة,3,بيهس الغطفاني,0.9826623201370239
يربوع بن حنظلة,4,دوسر بن هذيل,0.980847954750061
يربوع بن حنظلة,5,محرز الضبي,0.9802889823913574
يزيد الأرحبي,1,أوس الهجيمي,0.9991446733474731
يزيد الأرحبي,2,أبو الحكيم المري,0.9989131093025208
يزيد الأرحبي,3,النابغة التغلبي,0.9987061619758606
يزيد الأرحبي,4,المثقب العبدي,0.9985970854759216
يزيد الأرحبي,5,مالك بن حريم الهمداني,0.998492956161499
يزيد الشني,1,المثقب العبدي,0.9995673894882202
يزيد الشني,2,مالك بن حريم الهمداني,0.9992835521697998
يزيد الشني,3,الحارث بن عباد,0.9992793798446655
يزيد الشني,4,البُرجُمي,0.999260663986206
يزيد الشني,5,بشر بن أبي خازم,0.9992089867591858
يزيد بن الرومي العتكي,1,الفند الزماني,0.9588884115219116
يزيد بن الرومي العتكي,2,الأعسر الضبي,0.9587355256080627
يزيد بن الرومي العتكي,3,الجميح الأسدي,0.9571486711502075
يزيد بن الرومي العتكي,4,حاجز الأزدي,0.9566577076911926
يزيد بن الرومي العتكي,5,امرؤ القيس السكوني,0.9554461240768433
يزيد بن الصعق,1,يزيد ذو القفا,0.9983862638473511
يزيد بن الصعق,2,أعصر بن سعد,0.9970796704292297
يزيد بن الصعق,3,بداء بن سليمان,0.9961032867431641
يزيد بن الصعق,4,حاتم الطائي,0.9957011342048645
يزيد بن الصعق,5,الأسعر الجعفي,0.9956271052360535
يزيد بن سنان المري,1,يزيد بن الصعق,0.9937514066696167
يزيد بن سنان المري,2,أفنون,0.9932953119277954
يزيد بن سنان المري,3,يزيد ذو القفا,0.9925011396408081
يزيد بن سنان المري,4,المثلم المري,0.9921640753746033
يزيد بن سنان المري,5,الأسود التغلبي,0.9921337366104126
يزيد بن قنافة,1,الحارث بن ظالم المري,0.7162687182426453
يزيد بن قنافة,2,الهذلول بن كعب,0.6600563526153564
